Id,Ordinal,Level,IsStock,ManufacturerID,MassDiff,Price,FrontBrakeSize,FrontBrakeSizeMM,FrontBrakeRotorThicknessMM,FrontBrakeDrumDepthMM,FrontBrakeNonSpinningMass,FrontBrakeTypeID,FrontCaliperPistons,RearBrakeSize,RearBrakeSizeMM,RearBrakeRotorThicknessMM,RearBrakeDrumDepthMM,RearBrakeNonSpinningMass,RearBrakeTypeID,RearCaliperPistons,GameFrictionScaleBraking,BrakeTorqueSlider,BrakeBiasSlider,BiasHandbrake,ReleasePointABS,FrontBrakeTorqueClamp,RearBrakeTorqueClamp,DamageModDefID,RequiresGraphics,BrakesProfileID
2911002,2911,2,0,0,-4.0,1300,8,203.4,15.0,35.0,4.0,4,4,8,203.4,15.0,35.0,4.0,4,2,1.15,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2911003,2911,3,0,0,-5.0,1950,9,228.8,15.0,35.0,4.0,5,6,9,228.8,15.0,35.0,4.0,5,4,1.33,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2930000,2930,3,1,0,0.0,0,12,305.0,32.0,50.0,4.0,5,8,12,305.0,32.0,50.0,4.0,5,6,1.33,0.5,0.5,1.0,0.71,250.0,250.0,7,1,17
2935000,2935,3,1,0,0.0,0,9,250.0,28.0,35.0,4.0,4,2,11,280.0,28.0,35.0,4.0,4,4,1.205,0.5,0.5,1.0,0.71,250.0,250.0,7,1,29
2937000,2937,2,1,0,0.0,0,13,355.0,35.0,65.0,4.0,4,4,11,300.0,32.0,50.0,4.0,4,4,1.195,0.5,0.5,1.0,0.71,250.0,250.0,7,1,22
2937003,2937,3,0,167,-2.0,1950,15,405.8,35.0,65.0,4.0,5,6,13,350.8,32.0,50.0,4.0,5,4,1.38,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2941000,2941,3,1,0,0.0,0,15,381.0,35.0,65.0,4.0,5,6,13,355.0,35.0,65.0,4.0,5,4,1.345,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2947000,2947,2,1,0,0.0,0,16,430.0,36.0,65.0,4.0,4,2,16,430.0,36.0,65.0,4.0,4,2,1.205,0.5,0.5,1.0,0.71,250.0,250.0,7,1,26
2947003,2947,3,0,25,-2.0,1950,15,381.0,36.0,65.0,4.0,5,6,15,381.0,36.0,65.0,4.0,5,4,1.42,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2948000,2948,3,1,0,0.0,0,15,381.0,35.0,65.0,4.0,3,6,14,356.0,35.0,65.0,4.0,3,4,1.165,0.5,0.5,1.0,0.71,250.0,250.0,7,1,2
2951003,2951,3,1,206,-5.0,1950,14,374.8,32.0,50.0,4.0,5,6,14,372.8,32.0,50.0,4.0,5,4,1.38,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2964000,2964,3,1,0,0.0,0,11,298.0,28.0,35.0,4.0,2,8,11,298.0,28.0,35.0,4.0,2,8,1.09,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2973000,2973,1,1,0,0.0,0,12,320.0,32.0,50.0,5.0,2,4,12,320.0,32.0,50.0,4.0,2,2,1.03,0.5,0.5,1.0,0.71,250.0,250.0,7,1,3
2973002,2973,2,0,0,-2.0,1300,13,345.4,32.0,50.0,4.0,4,4,13,345.4,32.0,50.0,4.0,4,2,1.2,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2973003,2973,3,0,0,-4.0,1950,14,370.8,32.0,50.0,4.0,5,6,14,370.8,32.0,50.0,4.0,5,4,1.38,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2974000,2974,3,1,0,0.0,0,15,398.0,35.0,65.0,4.0,5,4,14,360.0,35.0,65.0,4.0,5,4,1.355,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2976000,2976,0,1,0,0.0,0,17,455.0,36.0,65.0,5.0,1,0,17,455.0,36.0,65.0,4.0,1,0,0.975,0.5,0.5,1.0,0.71,250.0,250.0,7,1,9
2976001,2976,1,0,115,-2.0,650,17,455.0,36.0,65.0,5.0,1,0,17,455.0,36.0,65.0,4.0,1,0,1.0,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2976002,2976,2,0,115,-4.0,1300,15,381.0,36.0,65.0,4.0,4,4,15,381.0,36.0,65.0,4.0,4,2,1.23,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2976003,2976,3,0,115,-5.0,1950,15,381.0,36.0,65.0,4.0,5,6,15,381.0,36.0,65.0,4.0,5,4,1.43,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2979000,2979,0,1,0,0.0,0,7,203.0,25.0,25.0,5.0,1,0,7,203.0,25.0,25.0,4.0,1,0,0.905,0.5,0.5,1.0,0.71,250.0,250.0,7,1,11
2979001,2979,1,0,167,-2.0,650,7,203.0,25.0,25.0,5.0,1,0,7,203.0,25.0,25.0,4.0,1,0,0.93,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2979002,2979,2,0,167,-4.0,1300,8,228.4,25.0,25.0,4.0,4,4,8,228.4,25.0,25.0,4.0,4,2,1.15,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2979003,2979,3,0,167,-5.0,1950,9,253.8,25.0,25.0,4.0,5,6,9,253.8,25.0,25.0,4.0,5,4,1.34,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2980000,2980,1,1,0,0.0,0,12,305.0,32.0,50.0,5.0,2,4,11,295.0,28.0,35.0,4.0,2,2,1.02,0.5,0.5,1.0,0.71,250.0,250.0,7,1,9
2980002,2980,2,0,167,-2.0,1300,13,330.4,32.0,50.0,4.0,4,4,12,320.4,28.0,35.0,4.0,4,2,1.195,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2980003,2980,3,0,167,-4.0,1950,14,355.8,32.0,50.0,4.0,5,6,13,345.8,28.0,35.0,4.0,5,4,1.375,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2981000,2981,0,1,0,0.0,0,9,240.0,25.0,25.0,5.0,2,2,7,203.0,25.0,25.0,4.0,1,0,0.935,0.5,0.5,1.0,0.71,250.0,250.0,7,1,20
2981001,2981,1,0,167,-2.0,650,9,240.0,25.0,25.0,5.0,2,2,7,203.0,25.0,25.0,4.0,1,0,0.96,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2981002,2981,2,0,167,-4.0,1300,10,265.4,25.0,25.0,4.0,4,4,8,228.4,25.0,25.0,4.0,4,2,1.16,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2981003,2981,3,0,167,-5.0,1950,11,290.8,25.0,25.0,4.0,5,6,9,253.8,25.0,25.0,4.0,5,4,1.345,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2982000,2982,2,1,0,0.0,0,12,330.0,32.0,50.0,4.0,4,6,12,330.0,32.0,50.0,4.0,4,6,1.205,0.5,0.5,1.0,0.71,250.0,250.0,7,1,22
2982003,2982,3,0,0,-2.0,1950,14,380.8,32.0,50.0,4.0,5,6,14,380.8,32.0,50.0,4.0,5,4,1.39,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2984000,2984,2,1,0,0.0,0,12,330.0,32.0,50.0,4.0,4,4,12,330.0,32.0,50.0,4.0,4,4,1.195,0.5,0.5,1.0,0.71,250.0,250.0,7,1,22
2984003,2984,3,0,0,-2.0,1950,14,380.8,32.0,50.0,4.0,5,6,14,380.8,32.0,50.0,4.0,5,4,1.39,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2985000,2985,0,1,0,0.0,0,11,298.0,28.0,35.0,5.0,2,4,11,290.0,28.0,35.0,4.0,2,2,0.995,0.5,0.5,1.0,0.71,250.0,250.0,7,1,28
2985001,2985,1,0,194,-2.0,650,11,298.0,28.0,35.0,5.0,2,4,11,290.0,28.0,35.0,4.0,2,2,1.02,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2985002,2985,2,0,194,-4.0,1300,12,323.4,28.0,35.0,4.0,4,4,12,315.4,28.0,35.0,4.0,4,2,1.195,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2985003,2985,3,0,194,-5.0,1950,13,348.8,28.0,35.0,4.0,5,6,13,340.8,28.0,35.0,4.0,5,4,1.37,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2986000,2986,1,1,0,0.0,0,14,369.0,35.0,65.0,5.0,2,2,15,390.0,35.0,65.0,4.0,2,2,1.035,0.5,0.5,1.0,0.71,250.0,250.0,7,1,28
2986002,2986,2,0,25,-2.0,1300,15,394.4,35.0,65.0,4.0,4,4,15,381.0,35.0,65.0,4.0,4,2,1.21,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2986003,2986,3,0,25,-4.0,1950,15,381.0,35.0,65.0,4.0,5,6,15,381.0,35.0,65.0,4.0,5,4,1.405,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2987000,2987,0,1,0,0.0,0,3,80.0,15.0,20.0,5.0,1,0,3,80.0,15.0,20.0,4.0,1,0,0.65,0.5,0.5,1.0,0.71,2.0,1.0,7,1,10
2987001,2987,1,0,0,-2.0,650,3,80.0,15.0,20.0,5.0,1,0,3,80.0,15.0,20.0,4.0,1,0,0.7,0.5,0.5,1.0,0.71,4.0,1.0,7,1,8
2987002,2987,2,0,0,-4.0,1300,4,105.4,15.0,20.0,4.0,4,4,4,105.4,15.0,20.0,4.0,4,2,0.75,0.5,0.5,1.0,0.71,6.0,1.5,7,1,1
2987003,2987,3,0,0,-5.0,1950,5,130.8,15.0,20.0,4.0,5,6,5,130.8,15.0,20.0,4.0,5,4,0.8,0.5,0.5,1.0,0.71,8.0,2.0,7,1,15
2988000,2988,3,1,0,0.0,0,15,390.0,35.0,65.0,4.0,5,6,15,390.0,35.0,65.0,4.0,5,4,1.36,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2989000,2989,0,1,0,0.0,0,12,305.0,32.0,50.0,5.0,2,6,12,305.0,32.0,50.0,4.0,2,6,1.0,0.3,0.0,1.0,0.71,0.0,40.0,7,1,32
2989001,2989,1,0,0,-2.0,650,12,305.0,32.0,50.0,5.0,2,6,12,305.0,32.0,50.0,4.0,2,6,1.05,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2989002,2989,2,0,0,-4.0,1300,13,330.4,32.0,50.0,4.0,4,6,13,330.4,32.0,50.0,4.0,4,6,1.075,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2989003,2989,3,0,0,-5.0,1950,14,355.8,32.0,50.0,4.0,5,6,14,355.8,32.0,50.0,4.0,5,4,1.1,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2992000,2992,1,1,0,0.0,0,10,279.0,28.0,35.0,5.0,2,2,10,254.0,28.0,35.0,4.0,2,2,1.0,0.5,0.5,1.0,0.71,250.0,250.0,7,1,9
2992002,2992,2,0,220,-2.0,1300,11,304.4,28.0,35.0,4.0,4,4,11,279.4,28.0,35.0,4.0,4,2,1.175,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2992003,2992,3,0,220,-4.0,1950,12,329.8,28.0,35.0,4.0,5,6,12,304.8,28.0,35.0,4.0,5,4,1.365,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2993000,2993,2,1,0,0.0,0,14,370.0,35.0,65.0,4.0,4,6,13,350.0,35.0,65.0,4.0,4,4,1.205,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2993003,2993,3,0,260,-2.0,1950,15,381.0,35.0,65.0,4.0,5,6,15,400.8,35.0,65.0,4.0,5,4,1.395,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2995000,2995,0,1,0,0.0,0,9,239.0,25.0,25.0,5.0,2,2,7,180.0,15.0,35.0,4.0,1,0,0.935,0.5,0.5,1.0,0.71,250.0,250.0,7,1,13
2995001,2995,1,0,294,-2.0,650,9,239.0,25.0,25.0,5.0,2,2,7,180.0,15.0,35.0,4.0,1,0,0.96,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2995002,2995,2,0,294,-4.0,1300,10,264.4,25.0,25.0,4.0,4,4,8,205.4,15.0,35.0,4.0,4,2,1.155,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2995003,2995,3,0,294,-5.0,1950,11,289.8,25.0,25.0,4.0,5,6,9,230.8,15.0,35.0,4.0,5,4,1.34,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2996000,2996,2,1,0,0.0,0,13,355.0,35.0,65.0,4.0,4,6,12,330.0,32.0,50.0,4.0,3,4,1.045,0.5,0.5,1.0,0.71,225.0,225.0,7,1,31
2996003,2996,3,0,0,-2.0,1950,15,405.8,35.0,65.0,4.0,5,6,14,380.8,32.0,50.0,4.0,5,4,1.255,0.5,0.5,1.0,0.71,225.0,225.0,7,1,15
2997000,2997,2,1,0,0.0,0,13,355.0,35.0,65.0,4.0,3,6,12,330.0,32.0,50.0,4.0,3,4,1.015,0.5,0.5,1.0,0.71,225.0,225.0,7,1,31
2997003,2997,3,0,0,-2.0,1950,15,405.8,35.0,65.0,4.0,5,6,14,380.8,32.0,50.0,4.0,5,4,1.255,0.5,0.5,1.0,0.71,225.0,225.0,7,1,15
3000000,3000,2,1,0,0.0,0,13,355.0,35.0,65.0,4.0,3,6,12,330.0,32.0,50.0,4.0,3,6,1.02,0.5,0.5,1.0,0.71,225.0,225.0,7,1,31
3000003,3000,3,0,0,-2.0,1950,15,405.8,35.0,65.0,4.0,5,6,14,380.8,32.0,50.0,4.0,5,4,1.255,0.5,0.5,1.0,0.71,225.0,225.0,7,1,15
3003000,3003,2,1,0,0.0,0,13,355.0,35.0,65.0,4.0,4,6,12,330.0,32.0,50.0,4.0,4,4,1.08,0.5,0.5,1.0,0.71,225.0,225.0,7,1,31
3003003,3003,3,0,0,-2.0,1950,15,405.8,35.0,65.0,4.0,5,6,14,380.8,32.0,50.0,4.0,5,4,1.255,0.5,0.5,1.0,0.71,225.0,225.0,7,1,15
3005000,3005,0,1,0,0.0,0,3,80.0,15.0,20.0,5.0,1,0,3,80.0,15.0,20.0,4.0,1,0,0.65,0.5,0.5,1.0,0.71,2.0,1.0,7,1,10
3005001,3005,1,0,0,-2.0,650,3,80.0,15.0,20.0,5.0,1,0,3,80.0,15.0,20.0,4.0,1,0,0.7,0.5,0.5,1.0,0.71,4.0,1.0,7,1,8
3005002,3005,2,0,0,-4.0,1300,4,105.4,15.0,20.0,4.0,4,4,4,105.4,15.0,20.0,4.0,4,2,0.75,0.5,0.5,1.0,0.71,6.0,1.5,7,1,1
3005003,3005,3,0,0,-5.0,1950,5,130.8,15.0,20.0,4.0,5,6,5,130.8,15.0,20.0,4.0,5,4,0.8,0.5,0.5,1.0,0.71,8.0,2.0,7,1,15
3006000,3006,2,1,0,0.0,0,12,328.0,32.0,50.0,4.0,3,4,12,328.0,32.0,50.0,4.0,3,4,1.115,0.5,0.5,1.0,0.71,250.0,250.0,7,1,22
3006003,3006,3,0,0,-2.0,1950,14,378.8,32.0,50.0,4.0,5,6,14,378.8,32.0,50.0,4.0,5,4,1.38,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
3007000,3007,2,1,0,0.0,0,13,355.0,35.0,65.0,4.0,4,4,11,300.0,32.0,50.0,4.0,4,4,1.195,0.5,0.5,1.0,0.71,250.0,250.0,7,1,22
3007003,3007,3,0,294,-2.0,1950,15,405.8,35.0,65.0,4.0,5,6,13,350.8,32.0,50.0,4.0,5,4,1.38,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
3026000,3026,0,1,0,0.0,0,17,457.0,36.0,65.0,5.0,1,0,17,457.0,36.0,65.0,4.0,1,0,0.975,0.5,0.5,1.0,0.71,250.0,250.0,7,1,11
3026001,3026,1,0,25,-2.0,650,17,457.0,36.0,65.0,5.0,1,0,17,457.0,36.0,65.0,4.0,1,0,1.0,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
3026002,3026,2,0,25,-4.0,1300,15,381.0,36.0,65.0,4.0,4,4,15,381.0,36.0,65.0,4.0,4,2,1.23,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
3026003,3026,3,0,25,-5.0,1950,15,381.0,36.0,65.0,4.0,5,6,15,381.0,36.0,65.0,4.0,5,4,1.43,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
3031000,3031,2,1,0,0.0,0,12,322.0,32.0,50.0,4.0,3,4,11,304.0,32.0,50.0,4.0,3,4,1.115,0.5,0.5,1.0,0.71,250.0,250.0,7,1,22
3031003,3031,3,0,238,-2.0,1950,14,372.8,32.0,50.0,4.0,5,6,13,354.8,32.0,50.0,4.0,5,4,1.38,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
3036000,3036,0,1,0,0.0,0,11,280.0,28.0,35.0,5.0,1,0,11,280.0,28.0,35.0,4.0,1,0,0.925,0.5,0.5,1.0,0.71,250.0,250.0,7,1,11
3036001,3036,1,0,238,-2.0,650,11,280.0,28.0,35.0,5.0,1,0,11,280.0,28.0,35.0,4.0,1,0,0.95,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
3036002,3036,2,0,238,-4.0,1300,12,305.4,28.0,35.0,4.0,4,4,12,305.4,28.0,35.0,4.0,4,2,1.18,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
3036003,3036,3,0,238,-5.0,1950,13,330.8,28.0,35.0,4.0,5,6,13,330.8,28.0,35.0,4.0,5,4,1.37,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
3037000,3037,2,1,0,0.0,0,13,345.0,32.0,50.0,4.0,3,6,12,328.0,32.0,50.0,4.0,3,4,1.01,0.5,0.5,1.0,0.71,225.0,225.0,7,1,31
3037003,3037,3,0,0,-2.0,1950,15,395.8,32.0,50.0,4.0,5,6,14,378.8,32.0,50.0,4.0,5,4,1.255,0.5,0.5,1.0,0.71,225.0,225.0,7,1,15
3046000,3046,1,1,0,0.0,0,14,380.0,35.0,65.0,5.0,2,6,12,330.0,32.0,50.0,4.0,2,2,1.045,0.5,0.5,1.0,0.71,250.0,250.0,7,1,19
3046002,3046,2,0,167,-2.0,1300,15,405.4,35.0,65.0,4.0,4,6,13,355.4,32.0,50.0,4.0,4,2,1.22,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
3046003,3046,3,0,167,-4.0,1950,15,381.0,35.0,65.0,4.0,5,6,14,380.8,32.0,50.0,4.0,5,4,1.395,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
3051000,3051,2,1,0,0.0,0,11,300.0,32.0,50.0,4.0,4,4,11,300.0,32.0,50.0,4.0,4,4,1.185,0.5,0.5,1.0,0.71,250.0,250.0,7,1,22
3051003,3051,3,0,167,-2.0,1950,13,350.8,32.0,50.0,4.0,5,6,13,350.8,32.0,50.0,4.0,5,4,1.37,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
3055000,3055,3,1,0,0.0,0,13,342.0,32.0,50.0,4.0,5,4,12,318.0,32.0,50.0,4.0,5,4,1.335,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
3063000,3063,1,1,0,0.0,0,12,320.0,32.0,50.0,5.0,2,2,12,308.0,32.0,50.0,4.0,2,2,1.015,0.5,0.5,1.0,0.71,250.0,250.0,7,1,28
3063002,3063,2,0,25,-2.0,1300,13,345.4,32.0,50.0,4.0,4,4,13,333.4,32.0,50.0,4.0,4,2,1.19,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
3063003,3063,3,0,25,-4.0,1950,14,370.8,32.0,50.0,4.0,5,6,14,358.8,32.0,50.0,4.0,5,4,1.38,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
3064000,3064,2,1,0,0.0,0,15,401.0,35.0,65.0,4.0,3,6,14,360.0,35.0,65.0,4.0,3,2,1.13,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
3064003,3064,3,0,0,-2.0,1950,15,381.0,35.0,65.0,4.0,5,6,15,381.0,35.0,65.0,4.0,5,4,1.405,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
3069000,3069,2,1,0,0.0,0,12,324.0,32.0,50.0,4.0,4,4,12,324.0,32.0,50.0,4.0,4,4,1.195,0.5,0.5,1.0,0.71,250.0,250.0,7,1,22
3069003,3069,3,0,180,-2.0,1950,14,374.8,32.0,50.0,4.0,5,6,14,374.8,32.0,50.0,4.0,5,4,1.38,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
3071000,3071,3,1,0,0.0,0,16,410.0,35.0,65.0,4.0,5,6,15,396.0,35.0,65.0,4.0,5,2,1.36,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
3072000,3072,3,1,0,0.0,0,16,410.0,35.0,65.0,4.0,5,6,15,390.0,35.0,65.0,4.0,5,4,1.36,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
3074000,3074,2,1,0,0.0,0,15,396.0,35.0,65.0,4.0,2,6,14,370.0,35.0,65.0,4.0,2,2,1.075,0.5,0.5,1.0,0.71,250.0,250.0,7,1,27
3074003,3074,3,0,238,-2.0,1950,15,381.0,35.0,65.0,4.0,5,6,15,381.0,35.0,65.0,4.0,5,4,1.405,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
3082000,3082,3,1,0,0.0,0,14,380.0,35.0,65.0,4.0,5,6,13,335.0,32.0,50.0,4.0,5,4,1.345,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
3088000,3088,2,1,0,0.0,0,14,362.0,35.0,65.0,4.0,4,6,11,290.0,28.0,35.0,4.0,4,4,1.195,0.5,0.5,1.0,0.71,250.0,250.0,7,1,31
3088003,3088,3,0,0,-2.0,1950,15,381.0,35.0,65.0,4.0,5,6,13,340.8,28.0,35.0,4.0,5,4,1.385,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
3089000,3089,1,1,0,0.0,0,10,254.0,28.0,35.0,5.0,4,4,10,254.0,28.0,35.0,4.0,4,4,1.14,0.5,0.5,1.0,0.71,250.0,250.0,7,1,22
3089002,3089,2,0,0,-2.0,1300,11,279.4,28.0,35.0,4.0,4,4,11,279.4,28.0,35.0,4.0,4,4,1.19,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
3089003,3089,3,0,0,-4.0,1950,12,304.8,28.0,35.0,4.0,5,6,12,304.8,28.0,35.0,4.0,5,4,1.36,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
3091000,3091,2,1,0,0.0,0,15,400.0,35.0,65.0,4.0,4,6,14,360.0,35.0,65.0,4.0,4,4,1.215,0.5,0.5,1.0,0.71,250.0,250.0,7,1,25
3091003,3091,3,0,108,-2.0,1950,15,381.0,35.0,65.0,4.0,5,6,15,381.0,35.0,65.0,4.0,5,4,1.405,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
3093000,3093,2,1,0,0.0,0,13,355.0,35.0,65.0,4.0,3,6,13,355.0,35.0,65.0,4.0,3,4,1.02,0.5,0.5,1.0,0.71,225.0,225.0,7,1,31
3093003,3093,3,0,167,-2.0,1950,15,405.8,35.0,65.0,4.0,5,6,15,405.8,35.0,65.0,4.0,5,4,1.26,0.5,0.5,1.0,0.71,225.0,225.0,7,1,15
3107000,3107,1,1,0,0.0,0,12,315.0,32.0,50.0,5.0,3,4,11,280.0,28.0,35.0,4.0,3,2,1.075,0.5,0.5,1.0,0.71,250.0,250.0,7,1,28
3107002,3107,2,0,25,-2.0,1300,13,340.4,32.0,50.0,4.0,4,4,12,305.4,28.0,35.0,4.0,4,2,1.195,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
3107003,3107,3,0,25,-4.0,1950,14,365.8,32.0,50.0,4.0,5,6,13,330.8,28.0,35.0,4.0,5,4,1.375,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
3108000,3108,1,1,0,0.0,0,14,380.0,35.0,65.0,5.0,3,6,12,320.0,32.0,50.0,4.0,3,2,1.095,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
3108002,3108,2,0,167,-2.0,1300,15,405.4,35.0,65.0,4.0,4,6,13,345.4,32.0,50.0,4.0,4,2,1.22,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
3108003,3108,3,0,167,-4.0,1950,15,381.0,35.0,65.0,4.0,5,6,14,370.8,32.0,50.0,4.0,5,4,1.39,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
3109000,3109,2,1,0,0.0,0,13,347.0,32.0,50.0,4.0,4,6,14,360.0,35.0,65.0,4.0,4,4,1.205,0.5,0.5,1.0,0.71,250.0,250.0,7,1,26
3109003,3109,3,0,0,-2.0,1950,15,397.8,32.0,50.0,4.0,5,6,15,381.0,35.0,65.0,4.0,5,4,1.395,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
3110000,3110,2,1,0,0.0,0,13,337.0,32.0,50.0,4.0,2,2,13,353.0,35.0,65.0,4.0,2,2,1.05,0.5,0.5,1.0,0.71,250.0,250.0,7,1,26
3110003,3110,3,0,0,-2.0,1950,15,387.8,32.0,50.0,4.0,5,6,15,403.8,35.0,65.0,4.0,5,4,1.39,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
3115000,3115,3,1,0,0.0,0,13,350.0,35.0,65.0,4.0,4,4,13,350.0,35.0,65.0,4.0,4,4,1.24,0.5,0.5,1.0,0.71,250.0,250.0,7,1,22
3117000,3117,2,1,0,0.0,0,12,330.0,32.0,50.0,4.0,3,4,11,299.0,28.0,35.0,4.0,3,4,1.11,0.5,0.5,1.0,0.71,250.0,250.0,7,1,7
3117003,3117,3,0,238,-2.0,1950,14,380.8,32.0,50.0,4.0,5,6,13,349.8,28.0,35.0,4.0,5,4,1.38,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
3118000,3118,3,1,0,0.0,0,15,394.0,35.0,65.0,4.0,5,6,15,389.0,35.0,65.0,4.0,5,4,1.36,0.5,0.5,1.0,0.71,250.0,250.0,7,1,19
3119000,3119,1,1,0,0.0,0,11,284.0,28.0,35.0,5.0,3,4,11,284.0,28.0,35.0,4.0,3,4,1.08,0.5,0.5,1.0,0.71,250.0,250.0,7,1,22
3119002,3119,2,0,0,-2.0,1300,12,309.4,28.0,35.0,4.0,4,4,12,309.4,28.0,35.0,4.0,4,4,1.2,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
3119003,3119,3,0,0,-4.0,1950,13,334.8,28.0,35.0,4.0,5,6,13,334.8,28.0,35.0,4.0,5,4,1.37,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
3120000,3120,3,1,0,0.0,0,17,440.0,36.0,65.0,4.0,5,8,14,370.0,35.0,65.0,4.0,5,6,1.36,0.5,0.5,1.0,0.71,250.0,250.0,7,1,27
3122000,3122,3,1,0,0.0,0,15,398.0,35.0,65.0,4.0,5,6,14,360.0,35.0,65.0,4.0,5,4,1.355,0.5,0.5,1.0,0.71,250.0,250.0,7,1,25
3123000,3123,2,1,0,0.0,0,13,350.0,35.0,65.0,4.0,3,6,12,330.0,32.0,50.0,4.0,3,4,1.355,0.5,0.5,1.0,0.71,300.0,300.0,7,1,3
3123003,3123,3,0,238,-2.0,1950,15,400.8,35.0,65.0,4.0,5,6,14,380.8,32.0,50.0,4.0,5,4,1.45,0.5,0.5,1.0,0.71,300.0,300.0,7,1,15
3126000,3126,0,1,0,0.0,0,8,228.0,25.0,25.0,5.0,1,0,8,228.0,25.0,25.0,4.0,1,0,0.915,0.5,0.5,1.0,0.71,250.0,250.0,7,1,17
3126001,3126,1,0,167,-2.0,650,8,228.0,25.0,25.0,5.0,1,0,8,228.0,25.0,25.0,4.0,1,0,0.94,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
3126002,3126,2,0,167,-4.0,1300,9,253.4,25.0,25.0,4.0,4,4,9,253.4,25.0,25.0,4.0,4,2,1.16,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
